,activity,grade,merit,message,time,user
2,350       ,Member Offline,10,"['We are in a market of predictions and everything is done based on speculations and without predictions the market will be stagnant. However, I have decided to keep calm, hold my cryptocurrencies and not follow any predictions until I am satisfied that the market is stable. ']","October 04, 2018, 05:07:07 PM",brooklynian
3,56       ,Jr. Member Offline,4,"[""Sadly, speculation is something inherent to the trading system and it's very clear here in the cryptospace. I say sadly because even a nonsense"", '<br/>', ""shitcoin with no use in any real life scenario can get to high prices just by tons of people who doesn't know what they are investing on but doing"", '<br/>', ""it anyway just because they heard someone saying that it's going to grow big in the long term.""]","October 04, 2018, 05:19:53 PM",Instely
4,126       ,Member Offline,10        twogap.com,['Predictions could be right sometimes but I trust only my intuition and studying of situation on the market'],"October 04, 2018, 05:45:57 PM",Andrey995
5,341       ,Full Member Offline,100        Blockchain Powered Clinical Trial Management,"['I love to read positive market forecasts, but still we all understand that they can not be accurate. So I just take this information into account and continue to observe the market.']","October 04, 2018, 09:23:18 PM",minhlee95
6,420       ,Full Member Offline,102,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg46517906#msg46517906"">Quote from: minhlee95 on October 04, 2018, 09:23:18 PM</a></div>', '<div class=""quote"">I love to read positive market forecasts, but still we all understand that they can not be accurate. So I just take this information into account and continue to observe the market.<br/></div>', '<br/>', ""may be positive market forecasts are making us with good mood but they don't have nothing with the real market situation.""]","October 04, 2018, 09:57:41 PM",nikola22
7,420       ,Full Member Offline,100,"[""Listening to predictions by other people is a bad habit to do. You can easily be fooled if you listen to others prediction. And it will lead you sometimes in a wrong decisions. So don't easily trust market predictions.""]","October 04, 2018, 10:22:49 PM",Firefox07
8,518       ,Sr. Member Offline,250,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg46519267#msg46519267"">Quote from: Volkan_Tom on October 04, 2018, 10:23:29 PM</a></div>', '<div class=""quote"">I agree that the predictions are very unreliable, but no one forces you to do what you are obliged to do. You may well have your point of view on what is said in the forecast.<br/></div>', 'Well said predictions are unreliable so never trust the predictions it can be wrong. Make our own analysis on the market and understant the big risks because of the price unstable. ']","October 04, 2018, 10:27:09 PM",wildflower18
9,602       ,Copper Member,250,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg46519346#msg46519346"">Quote from: wildflower18 on October 04, 2018, 10:27:09 PM</a></div>', '<div class=""quote""><div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg46519267#msg46519267"">Quote from: Volkan_Tom on October 04, 2018, 10:23:29 PM</a></div><div class=""quote"">I agree that the predictions are very unreliable, but no one forces you to do what you are obliged to do. You may well have your point of view on what is said in the forecast.<br/></div>Well said predictions are unreliable so never trust the predictions it can be wrong. Make our own analysis on the market and understant the big risks because of the price unstable. <br/></div>', ""There's no wrong in never trust predictions. It's better like that, because sometimes predictions are just a way to trick someone into making a profit, it sounds like a trap. Not everyone, but feel sorry to see beginners who are more destitute when they know cryptocurrencies. ""]","October 04, 2018, 10:48:15 PM",sarul
10,202       ,Member Offline,10,"[""We need a prediction because in this case prediction is very important without that you may don't know all about in the market prediction is helps us to know what will be happen tomorrow or in the future. That you will be your asset someday we all know in the market place prices are incraesing tomorrow and on another day it will fall down so i think prediction is very important in market place.""]","October 04, 2018, 04:00:07 PM",Yadamosan
11,168       ,Member Offline,18        Hire me as your assistant with low pay,"[""If you don't join with markets speculation it does mean that your out of tune but not to the point where implications of your thought wants you to recommend to doubt and trust the market prediction. As the market price doesn't have stability of value so do you must not put an stable, thinking, 50/50 make it balance, because if you end up not engaging then tell us to what would be the deepest reason why not to involve with it? \xa0""]","October 04, 2018, 04:29:39 PM",Strufmbae
12,560       ,Sr. Member Offline,254,"['It is really difficult to work on the bitcoin market without any prediction by your side table. There is always that possibility that the said prediction might come true just as it might not.', '<br/>', '<br/>', 'As what many would always say, what do you have to lose should you entertain a prediction or two? Yes it could end up wrong, but what if it turns out to be right? Then we just missed a golden opportunity.', '<br/>', '<br/>', 'Yes, i think that our decisions should never be based on predictions alone, yet, if the prediction came from a reliable source or a trusted personality in the world of bitcoin then considering it might not be so bad.', '<br/>', '<br/>', 'So i guess the more important thing here is to entertain predictions from the experts and trusted faces, ensuring your source is trustworthy is always a best practice.']","October 04, 2018, 05:12:34 PM",bitcoindusts
13,938       ,Hero Member Offline,524        ★YoBit.Net★ 350+ Coins Exchange & Dice,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg46510311#msg46510311"">Quote from: brooklynian on October 04, 2018, 05:07:07 PM</a></div>', '<div class=""quote"">We are in a market of predictions and everything is done based on speculations and without predictions the market will be stagnant. However, I have decided to keep calm, hold my cryptocurrencies and not follow any predictions until I am satisfied that the market is stable. <br/></div>', '<br/>', ""Stagnant? How? Predictions don't affect the market movements unless people heed them and with different predictions here and there, i'd say it's not going to have a significant effect as to make the market stagnant. ""]","October 04, 2018, 05:22:31 PM",gabmen
